排名,电视剧名称,年份,评分,评价人数,导演,编剧,主演,类型,集数,单集片长,豆瓣网址
1582,我们的少年时代,2017,5,14447,成志超 / 戴小哲, 柴靖杰,王俊凯 / 王源 / 易烊千玺 / 薛之谦 / 张子枫, 剧情 / 运动,40,55,https://movie.douban.com/subject/26662489/
1583,爱情真善美,2011,5,3537,沈怡, 张雅郡 / 克顿,唐嫣 / 邱泽 / 陈楚河 / 张檬 / 戚薇, 剧情 / 爱情,40,46,https://movie.douban.com/subject/5975193/
1584,九州天空城,2016,5,10696,杨磊, 唐缺 / 张炭 / 任莎 / 徐熙青 / 李俞洁 / 杨之立 / 倪珊珊,张若昀 / 关晓彤 / 刘畅 / 鞠婧_ / 陈若轩, 奇幻 / 古装,29,34,https://movie.douban.com/subject/26611039/
1585,桃花依旧笑春风,2018,4.9,681,张汉杰, 庞一川 / 庞继来,苗圃 / 陈龙 / 郑国霖 / 徐小飒 / 邵峰, 剧情,60,45,https://movie.douban.com/subject/27054074/
1586,月嫂先生,2018,5,1732,徐宗政, 孙渤涵 / 唐晴,吴奇隆 / 李小冉 / 王维维 / 董春辉 / 白志迪, 剧情 / 爱情,45,45,https://movie.douban.com/subject/27108737/
1587,美好生活,2018,5,18928,刘进, 徐兵,张嘉译 / 李小冉 / 宋丹丹 / 牛莉 / 李乃文, 剧情 / 爱情,45,45,https://movie.douban.com/subject/26972555/
1588,女娲传说之灵珠,2011,5,2982,蔡晶盛, 马广源,钟欣潼 / 蒲巴甲 / 谭耀文 / 郭珍霓 / 刘庭羽, 剧情 / 奇幻,36,40,https://movie.douban.com/subject/4728542/
1589,通天狄仁杰,2017,5,3232,叶昭仪 / 李文龙, 陈十三,任嘉伦 / 阚清子 / 焦俊艳 / 陈奕 / 缪俊杰, 剧情 / 古装,66,45,https://movie.douban.com/subject/25926750/
1590,特警力量,2015,5,1423,刘猛, 刘猛 / 魏笑宇,安雅萍 / 徐洪浩 / 任天野 / 傅程鹏, 剧情,51,,https://movie.douban.com/subject/26254039/
1591,美人如画,2012,5,954,李慧珠, 李顺慈 / 沈芷凝,董洁 / 杜淳 / 何晟铭 / 邓萃雯 / 曹曦文, 剧情 / 古装,50,46,https://movie.douban.com/subject/6083111/
1592,特化师,2017,5,726,潘镜丞, 杨碧凤,谭松韵 / 张丹峰 / 应昊茗 / 代超 / 杨淼, 剧情 / 爱情,42,45,https://movie.douban.com/subject/26918876/
1593,大漠枪神,2014,5,370,钱雁秋, 钱雁秋,张子健 / 曲栅栅 / 苑冉 / 淳于珊珊 / 钱雁秋, 剧情 / 动作 / 悬疑,32,40,https://movie.douban.com/subject/19962594/
1594,乱世丽人行,2016,5,943,卢伦常, 李晖,韩雪 / 付辛博 / 毛林林 / 丁子玲 / 张丹峰, 剧情 / 爱情,30,45,https://movie.douban.com/subject/26329799/
1595,双刺,2016,5,1375,牟晓杰, 乔兵,王子文 / 祖锋 / 张_琰 / 尤勇 / 倪虹洁, 剧情 / 悬疑,42,45,https://movie.douban.com/subject/26384086/
1596,错伏,2012,5,315,虎子, 张兆宇,沙溢 / 罗海琼 / 斓曦 / 艾东 / 飞儿, 剧情 / 爱情 / 悬疑 / 战争,30,40,https://movie.douban.com/subject/11625141/
1597,铁血红安,2014,5,318,路奇, 薄建利 / 关发明 / 祝昭晖,赵文卓 / 李呈媛 / 李欣汝 / 刘名洋 / 周航, 剧情 / 历史 / 战争,35,,https://movie.douban.com/subject/11636307/
1598,烧脑,2015,5,222,郑千勋, 郑权 / 苗野,郑权 / 苗野 / 张亮 / 刘珊珊 / 赵珊珊, 悬疑 / 惊悚,7,5,https://movie.douban.com/subject/26426889/
1599,春天里,2017,5,262,王飞, 梁振华 / 刘汀 / 张辉任,谷智鑫 / 王力可 / 李雨轩 / 管轩 / 郝平, 剧情,32,45,https://movie.douban.com/subject/26990086/
1600,野鸭子2,2013,5,121,李小平, 田有刚,曹曦文 / 张桐 / 蒋方婷 / 李心敏 / 左翎, 剧情 / 家庭,24,45,https://movie.douban.com/subject/20391206/
1601,老公们的私房钱,2016,5,636,白杨, 单联全 / 白晶,范明 / 左小青 / 涂松岩 / 高露 / 潘虹, 剧情 / 喜剧,43,45,https://movie.douban.com/subject/26415258/
1602,多少爱，可以重来,2016,5,335,刘宝成, 娟子,王琳 / 高曙光 / 潘粤明 / 刘雨欣 / 杨昆, 剧情 / 家庭,56,,https://movie.douban.com/subject/26088475/
1603,不得不爱,2017,5,363,曾丽珍, 曾丽珍 / 郝慧 / 张璐,潘玮柏 / 徐璐 / 黄柏钧 / 张峻宁 / 张轩睿, 剧情 / 爱情,44,45,https://movie.douban.com/subject/25945117/
1604,当婆婆遇上妈之欢喜冤家,2014,5,304,鄢钷, 李潇,曹曦文 / 郭晓东 / 潘虹 / 戴春荣 / 陈彦妃, 爱情 / 家庭,36,,https://movie.douban.com/subject/25772417/
1605,一生只爱你,2012,5,297,周德华, 宋毓建,傅淼 / 于小伟 / 毕彦君 / 姚安濂 / 阎学晶, 爱情,30,40,https://movie.douban.com/subject/10487256/
1606,陆军一号,2016,5,294,郑方南, 郑方南,夏侯镔 / 王强 / 巍子 / 郑晓宁 / 侯梦莎, 剧情,30,,https://movie.douban.com/subject/26339488/
1607,爱上女主播,2010,5,284,麦大杰, 吴孟璋 / 张希,朱丹 / 杨谨华,,30,,https://movie.douban.com/subject/4713991/
1608,爱情有点蓝之爱的交响乐,2011,5,168,何丽萍, 贺然 / 陈成东,窦智孔 / 沈泰 / 谢祖武 / 况明洁 / 杨_娜, 爱情,40,,https://movie.douban.com/subject/5031757/
1609,代号十三钗,2011,5,171,苏舟, 海飞,韩雪 / 李依馨 / 邱枫, 剧情,36,40,https://movie.douban.com/subject/6967946/
1610,娘家的故事3,2011,5,141,白楠, 永展编剧群,尚于博 / 马雅舒 / 何赛飞 / 杨婷婷, 爱情 / 家庭,80,45,https://movie.douban.com/subject/6866804/
1611,大年初一立春,2016,5,126,韩兆, 韩兆 / 钱伟 / 付强,潘长江 / 倪景阳 / 张洪杰 / 马丽, 剧情,36,,https://movie.douban.com/subject/26433390/
1612,劫中劫,2013,5,112,杨镒, 马楠,郭晓东 / 贾青 / 杨镒 / 万梓良 / 吕凉, 剧情 / 动作 / 悬疑,30,45,https://movie.douban.com/subject/24753671/
1613,家有一老,2014,5,110,沈燕林, 田美,杜源 / 闫学晶 / 张少华 / 郭东文 / 赵芮, 剧情 / 家庭,35,45,https://movie.douban.com/subject/21759894/
1614,唐朝好男人2,2014,5,94,恺凯,,张钧涵 / 刘琪奕, 喜剧 / 古装,40,25,https://movie.douban.com/subject/25876127/
1615,火流星,2011,5,75,陈皓威, 赵颖,王挺 / 李强 / 孙淳 / 秦海璐 / 田野, 剧情 / 战争,29,40,https://movie.douban.com/subject/10543737/
1616,火线,2010,5,70,张晓光, 张强 / 金哥,于震 / 丁志城 / 马境, 剧情 / 战争,26,,https://movie.douban.com/subject/4073882/
1617,千金保姆,2011,5,62,王小康, 邓晓川,贾乃亮 / 张佑赫 / 南奎丽 / 毛俊杰 / 吕颂贤, 剧情 / 爱情,31,,https://movie.douban.com/subject/7053743/
1618,我的丑爹,2010,5,56,单联全, 单联全 / 冯一非,严顺开 / 江宏恩 / 翁虹 / 王思懿 / 吴启华, 剧情 / 家庭,22,,https://movie.douban.com/subject/4102951/
1619,深宅1927,2014,5,66,海顿, 唐凤雄,海顿 / 刘雪华 / 李宗翰 / 颜丹晨 / 杜源, 剧情,41,40,https://movie.douban.com/subject/25798177/
1620,X特工,2010,5,61,张晓光,,丁海峰 / 张宁益 / 常戎,,25,,https://movie.douban.com/subject/4822825/
1621,乐动青春,2011,5,46,陈奕先,,李晨浩 / 胡夏 / 冯晓, 剧情 / 喜剧 / 爱情 / 短片 / 歌舞,3,8,https://movie.douban.com/subject/6778700/
1622,别样的幸福,2012,5,35,萧峰, 王志军,涂凌 / 方青卓 / 朱宏嘉 / 李坤霖 / 徐露, 剧情 / 家庭,34,,https://movie.douban.com/subject/6793346/
1623,冤家亲家,2014,5,35,陶玲玲 / 张宁,,陈瑾 / 储智博 / 施京明 / 李净洋, 剧情,30,40,https://movie.douban.com/subject/26279429/
1624,斗破苍穹,2018,4.9,34724,于荣光, 张挺 / 天蚕土豆,吴磊 / 林允 / 李沁 / 陈楚河 / 辛芷蕾, 奇幻 / 古装,45,45,https://movie.douban.com/subject/26882446/
1625,微时代,2014,4.9,1899,刘一志, 陈宝华,肖雨雨 / 迪丽热巴 / 李溪芮 / 张云龙 / 高伟光, 剧情 / 爱情,40,,https://movie.douban.com/subject/24530693/
1626,璀璨人生,2013,4.9,2569,柯翰辰, 如萍,何润东 / 李沁 / 阚清子 / 张勋杰 / 杨雨婷, 剧情,80,45,https://movie.douban.com/subject/10740269/
1627,御姐归来,2017,4.9,2257,田少波, 关仁山,安以轩 / 朱一龙 / 侯京健 / 吴佳尼 / 汤镇宗, 剧情 / 爱情,36,45,https://movie.douban.com/subject/26298041/
1628,特种兵之霹雳火,2016,4.9,1836,刘猛, 刘猛 / 魏笑宇,任天野 / 牟星 / 程愫 / 任柯诺 / 李飞, 剧情 / 动作 / 战争,40,45,https://movie.douban.com/subject/26253985/
1629,孤岛飞鹰,2012,4.9,495,钱雁秋, 钱雁秋,张子健 / 梁冠华 / 曲栅栅 / 苑冉 / 王智, 剧情 / 动作 / 悬疑,40,40,https://movie.douban.com/subject/6799183/
1630,青春最好时,2017,5,1072,周远舟, 段添天 / 张婧 / 刘严峻,张雪迎 / 曾舜_ / 王博文 / 大左 / 王秋紫, 剧情 / 爱情 / 悬疑,32,45,https://movie.douban.com/subject/26894585/
1631,如果我爱你,2014,4.9,576,徐辅军,,明道 / 李沁 / 胡兵 / 白歆惠, 剧情 / 爱情,40,40,https://movie.douban.com/subject/25704401/
1632,楼外楼,2018,4.9,1800,苏舟, 周振天,张铎 / 叶璇 / 秦海璐 / 奚美娟 / 王靖云, 传记 / 历史,36,45,https://movie.douban.com/subject/26894634/
1633,凡人的品格,2017,4.9,1970,徐宗政, 秦鹏 / 王佩晨,林永健 / 蒋欣 / 童蕾 / 梁振伦 / 白志迪, 剧情 / 爱情,45,45,https://movie.douban.com/subject/26969720/
1634,男媒婆,2013,4.9,235,宋江波 / 潘长江, 韩兆 / 潘长甬 / 付强,潘长江 / 张庭 / 韩兆 / 徐熙颜 / 冯远征, 喜剧,30,,https://movie.douban.com/subject/24732986/
1635,热血勇士,2017,4.9,278,刘涛, 赵颖,林雨申 / 马德钟 / 张璇 / 康华, 战争,45,45,https://movie.douban.com/subject/26961716/
1636,极品模王,2016,5,198,李伯恩, 王赫槟 / 周刍尧 / 维薇 / 子宸 / 梅衍康 / 小敏 / 土豆,郭碧婷 / 任言恺 / 李贤宰, 喜剧,30,18,https://movie.douban.com/subject/26594416/
1637,嫦娥,2010,4.9,165,梁凯程, 王红,黄觉 / 姚笛 / 明道 / 王子文 / 任东霖, 爱情 / 奇幻 / 古装,40,,https://movie.douban.com/subject/4328451/
1638,整容季,2016,4.9,95,吴强, 谢梦梦,高仁 / 林珠银 / 赵敏成 / 马秋子 / 薛琪,,20,30,https://movie.douban.com/subject/26647212/
1639,翻身姐妹 第一季,2015,4.9,1079,蔡聪, 许__ / 范侃 / 梁敏华,蒋梦婕 / 弦子 / 沐奕杉 / 温超 / 刘_, 喜剧,5,20,https://movie.douban.com/subject/26339592/
1640,转身说爱你,2015,4.9,354,张博昱, 胡宁远,王珞丹 / 崔始源 / 袁弘 / 江语晨 / 宣言, 剧情 / 爱情,34,,https://movie.douban.com/subject/10756862/
1641,谁知女人心,2010,4.9,243,何丽萍, 阮虔芷,马雅舒 / 刘恺威 / 谢祖武, 剧情,30,40,https://movie.douban.com/subject/4935003/
1642,少林寺之大漠英豪,2010,4.9,284,都晓,,鲍国安 / 计春华, 剧情,60,45,https://movie.douban.com/subject/5965627/
1643,铁面歌女,2010,4.9,139,苏舟, 海飞,张娜拉 / 陆毅 / 于荣光,,30,,https://movie.douban.com/subject/5366645/
1644,幸福在一起,2016,4.9,147,汪群雅, 叶凤英,秋瓷炫 / 凌潇肃 / 馨子 / 高仁 / 王一鸣, 剧情,42,,https://movie.douban.com/subject/26430407/
1645,风影,2012,4.9,130,王利兴, 王辉 / 李卓霖 / 邓晓刚,李卓霖 / 张若昀 / 吴承轩 / 杜玉明 / 刘小锋, 战争,32,,https://movie.douban.com/subject/24530690/
1646,香火,2015,4.9,137,张自强,,周一围 / 苗圃 / 韩童生 / 李彬 / 王佳佳, 剧情 / 家庭,36,,https://movie.douban.com/subject/25964020/
1647,女王驾到,2014,4.9,127,刘江 / 王岳伦 / 张黎,,李依晓 / 翟天临 / 江铠同 / 魏千翔 / 尚雯婕, 剧情 / 爱情,4,90,https://movie.douban.com/subject/25845970/
1648,舰在亚丁湾,2014,4.9,123,舒崇福, 周振天,范志博 / 黑子 / 胡可 / 王韦智 / 王同辉, 剧情,36,40,https://movie.douban.com/subject/24772955/
1649,涩世纪传说,2015,5,132,张哲书, 谢志文 / 李睿杰,陈奕 / 黄仁德 / 沈建宏 / 罗震环 / 蔡黄汝,,48,40,https://movie.douban.com/subject/26556242/
1650,云水怒,2015,4.9,108,嵇天毅, 刘红焰,徐洪浩 / 刘晓洁 / 赵荀 / 齐芳 / 王庆祥, 剧情 / 战争,44,45,https://movie.douban.com/subject/26646179/
1651,我的西游,2014,4.9,118,邢潇, 今何在,张博涵 / 肖阳 / 黄一琳 / 徐子菲 / 刘鑫鹏, 喜剧,20,,https://movie.douban.com/subject/25854526/
1652,罗龙镇女人,2014,4.9,114,黄建勋,,黄维德 / 苗圃 / 赫子铭 / 李子雄 / 李肖宁, 家庭 / 战争,41,45,https://movie.douban.com/subject/26011928/
1653,星座方程式 第一季,2011,4.9,101,刘全玮, 邓芸,张俪 / 王啸坤 / 张丹峰 / 曹媛媛, 剧情 / 爱情,12,21,https://movie.douban.com/subject/6861619/
1654,绝杀,2012,4.9,80,黄克敏, 杜恒飞,王洛勇 / 丁勇岱 / 邓英 / 章申 / 那志东, 悬疑 / 战争 / 犯罪 / 冒险,37,40,https://movie.douban.com/subject/10449584/
1655,诡案,2015,4.9,82,刘嘉良,,吴弘 / 马歌 / 廖望 / 是元介 / 黄澄澄, 剧情 / 爱情 / 悬疑,10,26,https://movie.douban.com/subject/26686509/
1656,冲出月亮岛,2015,4.9,60,陈伟祥, 钱林森,朱泳腾 / 韩雪 / 安泽豪 / 张天霖 / 任东霖, 剧情 / 战争,35,,https://movie.douban.com/subject/25911598/
1657,大话江湖,2010,4.9,54,王丹,,张少华 / 何晶晶 / 赵亮 / 姜洋 / 杨臣刚,,36,,https://movie.douban.com/subject/4820093/
1658,节振国传奇,2011,5,48,雷献禾, 王琛,郭涛 / 温兆伦 / 英达 / 于震 / 丁柳元,,30,,https://movie.douban.com/subject/7061249/
1659,龙珠传奇之无间道,2017,4.8,11251,朱少杰 / 周远舟, 李亚玲,杨紫 / 秦俊杰 / 舒畅 / 茅子俊 / 斯琴高娃, 剧情 / 爱情 / 古装,90,35,https://movie.douban.com/subject/26755568/
1660,因为遇见你,2017,4.8,9531,周晓鹏, 许璐艳 / 储敏,孙怡 / 邓伦 / 吴优 / 代超 / 刘敏涛, 剧情 / 爱情,56,45,https://movie.douban.com/subject/26637890/
1661,温暖的弦,2018,4.8,12249,黄天仁 / 王子鸣, 赵微娜 / 许璐艳 / 谢小蜜 / 安宁,张翰 / 张钧甯 / 张嘉倪 / 经超 / 周奇奇, 剧情 / 爱情,48,45,https://movie.douban.com/subject/26311907/
1662,千金女贼,2015,4.8,6677,周晓鹏 / 陈玉珊, 陈玉珊,唐嫣 / 刘恺威 / 杨蓉 / 杨_宁 / 张萌, 剧情 / 爱情,41,40,https://movie.douban.com/subject/25708573/
1663,花非花雾非雾,2013,4.8,4394,丁仰国 / 李平, 琼瑶 / 黄素媛,李晟 / 张睿 / 朱镇模 / 林心如 / 刘德凯, 剧情 / 爱情,50,45,https://movie.douban.com/subject/10800198/
1664,新亮剑,2011,4.8,1964,杨阳, 都梁,黄志忠 / 甘婷婷 / 果靖霖 / 任泉 / 林强, 历史 / 战争,40,40,https://movie.douban.com/subject/6057954/
1665,如意,2011,4.8,3090,张自强, 吴牧耘,杨幂 / 刘恺威 / 朱泳腾 / 刘雪华 / 吕佳容, 剧情 / 爱情,35,46,https://movie.douban.com/subject/6522473/
1666,最好的遇见,2016,4.8,600,王小康, 王静茹,明道 / 颖儿 / 马天宇 / 恬妞 / 张曦文, 剧情 / 爱情,40,45,https://movie.douban.com/subject/25949985/
1667,合伙人,2018,4.8,3348,林家川 / 马鸣, 陆文杰 / 高正,朱亚文 / 郑元畅 / 李佳航 / 菅纫姿 / 韩雨芹, 剧情,38,45,https://movie.douban.com/subject/26855827/
1668,万能图书馆,2018,4.8,4316,易小星, 姜坤 / 侯锦涛,易小星 / 刘维 / 孔连顺 / 邵芸 / 林千鹿, 喜剧 / 奇幻,24,24,https://movie.douban.com/subject/27079058/
1669,那年青春我们正好,2016,4.8,10863,张思麟, 王嫦,刘诗诗 / 郑恺 / 种丹妮 / 刘洁 / 刘冬沁, 剧情 / 爱情,39,45,https://movie.douban.com/subject/26415259/
1670,我与你的光年距离,2017,4.8,4639,猫的树, 杨楠 / 杨美味 / 玉朵朵,宋威龙 / 周雨彤 / 王旭东, 爱情 / 奇幻,20,25,https://movie.douban.com/subject/26864181/
1671,爱情是从告白开始的,2012,4.8,2628,徐辅军, 辛迪加编剧群 / 徐颖 / 侯娜 / 八月长安,卓文萱 / 孙艺洲 / 王传君 / 赵霁, 喜剧 / 爱情,32,45,https://movie.douban.com/subject/10606025/
1672,无法拥抱的你,2017,4.9,3654,猫的树,,张予曦 / 邢昭林 / 戴景耀 / 徐开骋, 剧情 / 爱情 / 奇幻,32,25,https://movie.douban.com/subject/27079317/
1674,深圳合租记,2014,4.8,887,林合隆, 宋小君 / 戴日强 / 淡妆浓抹,罗志祥 / 毛俊杰 / 郑罗茜 / 吴映洁 / 敖犬, 喜剧 / 爱情,30,,https://movie.douban.com/subject/25841076/
1675,西施秘史,2012,4.8,568,尤小刚, 李晓明 / 柯章和,马景涛 / 邬靖靖 / 陈浩民 / 马德钟, 爱情 / 古装,41,40,https://movie.douban.com/subject/6008289/
1676,十二生肖传奇,2011,4.8,860,程力栋, 袁帅 / 张辉,郭品超 / 陈浩民 / 李曼 / 于娜 / 杨幂, 剧情 / 奇幻 / 古装,34,45,https://movie.douban.com/subject/4920537/
1677,我为宫狂,2013,4.8,661,刘宁, 杨楠 / 王莉萱,孙耀琦 / 张哲瀚 / 麦迪娜 / 陶灏景 / 袁姗姗, 剧情 / 爱情 / 奇幻 / 冒险,9,26,https://movie.douban.com/subject/24883232/
1678,暖爱,2017,4.8,527,余丁, 千米,翟天临 / 江铠同 / 白卉子 / 付嘉 / 王文绮, 剧情 / 爱情,34,45,https://movie.douban.com/subject/26844134/
1679,春光灿烂猪九妹,2011,4.8,405,范小天, 王远 / 范小天 / 王勃 / 张超,陈乔恩 / 乔任梁 / 邓莎 / 徐海乔 / 陈龙,,35,40,https://movie.douban.com/subject/4780459/
1680,苍狼,2013,4.8,200,徐善杰,,潘泰名 / 毛俊杰 / 章雯淇 / 黑子, 剧情,46,,https://movie.douban.com/subject/24846476/
1681,你好外星人,2014,4.8,205,张加贝, 拉风创作小组 / 王鑫 / 张子明 / 宋玉媛 / 方美人 / 文澜,罗云熙, 科幻,20,,https://movie.douban.com/subject/25885381/
1682,明星志愿,2016,4.9,1824,柳东瀚, 徐婷 / 王旭,马春瑞 / 封佳奇 / 高蓓蓓 / 卢星宇 / 彭昱畅, 剧情,24,45,https://movie.douban.com/subject/26661078/
1683,嘿，孩子！,2016,4.7,763,杨亚洲, 张瀚予,蒋雯丽 / 李小冉 / 刘天佐 / 郭晓东 / 韩青, 剧情 / 家庭,50,45,https://movie.douban.com/subject/26614136/
1684,玉海棠,2015,4.7,134,黄文利, 习兮,傅程鹏 / 杨舒 / 张宛庭 / 周惠林 / 夏侯镔, 剧情,40,45,https://movie.douban.com/subject/26427124/
1685,错嫁,2011,4.8,64,罗灿然, 邓月娇,甘婷婷 / 李彩桦 / 万思维 / 杜旭东, 剧情,32,,https://movie.douban.com/subject/6781891/
1686,幸福有配方,2017,4.9,660,董力 / 沈雷, 韩素真,归亚蕾 / 董勇 / 黄觉 / 刘一含 / 舒砚, 剧情 / 家庭,42,45,https://movie.douban.com/subject/26827680/
1687,调皮王妃,2015,4.8,414,兰世宁, 琳听,邓琳 / 苗韵桐, 喜剧 / 爱情 / 古装,40,26,https://movie.douban.com/subject/26589572/
1688,武工队传奇,2013,4.8,235,赵浚凯, 孙铎 / 常潇湘 / 陈逸星,赵子惠 / 斌子,,40,45,https://movie.douban.com/subject/24858576/
1689,不是不想嫁,2014,4.8,141,甘露, 刘畅,张俪 / 涂松岩 / 任伟 / 张璇 / 马元, 剧情 / 爱情 / 家庭,32,,https://movie.douban.com/subject/20426979/
1690,卧底,2014,4.8,131,蒲腾晋, 张子洋 / 凌云,傅程鹏 / 周丽淇 / 李泽锋 / 胡亚捷 / 刘丛丹, 剧情,40,45,https://movie.douban.com/subject/26602298/
1691,闺中密友,2013,4.8,121,易寒, 郑凯南 / 王淇瑶 / 卢炜,杜若溪 / 洪小铃 / 严屹宽 / 陶慧娜 / 赵丽娟, 剧情 / 爱情,40,,https://movie.douban.com/subject/11632570/
1692,我家有个赵大咪,2013,4.8,132,高林豹,,修杰楷 / 张伦硕 / 潘时七 / 文梦洋, 剧情 / 喜剧,32,,https://movie.douban.com/subject/10833892/
1693,娘家的故事2,2010,4.8,96,白楠, 永展编剧群,桑叶红 / 何赛飞 / 尚于博, 剧情 / 爱情,80,45,https://movie.douban.com/subject/5316824/
1694,邮差,2015,4.8,94,白杨,,张粟 / 李幼斌 / 涩谷天马 / 丁宁 / 吴天瑜, 剧情,38,,https://movie.douban.com/subject/26675988/
1695,_丝夫妻,2013,4.8,61,秦教授,,秦教授 / 宋翊菲,,5,23,https://movie.douban.com/subject/24752496/
1696,映山红,2015,4.8,67,黄力加, 薛晓路,叶璇 / 黄小蕾 / 田海蓉 / 莫小棋, 剧情,30,,https://movie.douban.com/subject/25848265/
1697,合适婚姻,2010,4.8,49,周耀杰, 周耀杰,刘莉莉 / 温峥嵘 / 谢园 / 桑叶红 / 李勤勤, 剧情,25,,https://movie.douban.com/subject/4907976/
1698,尖刀,2010,4.8,46,谷锦云,,刘小锋 / 张恒,,32,,https://movie.douban.com/subject/4718228/
1699,紫檀王,2012,4.8,33,邵芳,,王挺 / 金铭 / 高明 / 赵芮 / 一真, 剧情 / 爱情 / 战争,32,,https://movie.douban.com/subject/19966103/
1700,扶摇,2018,4.7,66332,杨文军 / 谢泽 / 李才, 解__ / 卢菁,杨幂 / 阮经天 / 刘奕君 / 王劲松 / 高伟光, 剧情 / 爱情 / 古装,66,45,https://movie.douban.com/subject/26640097/
1701,锦绣未央,2016,4.7,33418,李慧珠, 程婷钰,唐嫣 / 罗晋 / 吴建豪 / 毛晓彤 / 李心艾, 剧情 / 爱情 / 古装,54,45,https://movie.douban.com/subject/26344999/
1702,十宗罪,2016,4.7,6283,李东勋, 杨哲 / 徐翔云 / 张吉 / 辛菲,曾志伟 / 张翰 / 于小彤 / 张雅玫, 悬疑 / 犯罪,21,25,https://movie.douban.com/subject/26674023/
1703,旋风少女 第二季,2016,4.7,4416,成志超, 明晓溪 / 李雷,池昌旭 / 安悦溪 / 陈翔 / 吴磊 / 谭松韵, 剧情,36,45,https://movie.douban.com/subject/26596159/
1704,命运交响曲,2011,4.7,2353,柯翰辰, 赵依芳 / 娅子,杨幂 / 冯绍峰 / 郭珍霓 / 迟帅 / 张伦硕, 剧情 / 爱情,30,45,https://movie.douban.com/subject/5965604/
1705,冰与火的青春,2015,4.7,1373,潘镜丞, 梁振华,贾乃亮 / 颖儿 / 杜淳 / 熊乃瑾 / 刘烨, 剧情 / 爱情,46,45,https://movie.douban.com/subject/25899391/
1706,娘亲舅大,2017,4.7,1108,习辛,,黄曼 / 张铎 / 刘冰_ / 唐曾 / 王丽云, 爱情 / 家庭,57,45,https://movie.douban.com/subject/27186571/
1707,丝丝心动,2010,4.7,1596,丁仰国, 琼瑶,张嘉倪 / 蓝正龙 / 张丹峰 / 颖儿 / 倪景阳, 剧情 / 爱情,20,,https://movie.douban.com/subject/4903612/
1708,不可能完成的任务,2016,4.7,764,于震, 牛静,于震 / 陈紫函 / 尹铸胜 / 杜源, 剧情,46,45,https://movie.douban.com/subject/26427117/
1709,屏里狐,2016,4.8,725,周海军, 曹笑天,罗云熙 / 刘馨棋 / 郝泽嘉, 奇幻 / 古装,22,45,https://movie.douban.com/subject/26817105/
1710,陆小凤与花满楼,2015,4.7,2015,潘文杰, 江旋 / 邱琼 / 赵莉,林_ / 张晓龙 / 张檬 / 斓曦 / 宗峰岩, 剧情 / 古装,48,40,https://movie.douban.com/subject/22766027/
1711,爱情自有天意,2013,4.7,1745,陈慧翎, 辛迪加编剧群,戚薇 / 娄艺潇 / 陈赫 / 张丹峰 / 热依扎, 剧情 / 爱情,84,43,https://movie.douban.com/subject/10788821/
1712,女人的颜色,2012,4.7,885,俞钟, 刘海静 / 天子 / 童仝,凌潇肃 / 徐筠 / 芦芳生 / 王媛可 / 白凡, 剧情 / 爱情,70,40,https://movie.douban.com/subject/10827152/
1713,继承人,2017,4.7,3467,阎建钢, 段祺华,刘恺威 / 蒋欣 / 刘松仁 / 吴冕 / 赵峥, 剧情 / 爱情,45,45,https://movie.douban.com/subject/26696085/
1714,新编辑部故事,2013,4.7,2522,郑晓龙 / 王建军, 巩向东,吕丽萍 / 黄海波 / 井柏然 / 陈好 / 王千源, 喜剧,36,45,https://movie.douban.com/subject/10514849/
1715,一念向北,2016,4.7,436,麦贯之, 徐闰 / 吉祥夜,刘恺威 / 张俪 / 吴建飞 / 梁又琳 / 张峻宁, 剧情 / 爱情,37,,https://movie.douban.com/subject/24526775/
1716,爱闪亮,2013,4.7,222,宋洋, 张驰,江铠同 / 范逸臣 / 江若琳 / 徐正溪 / 李雅男, 剧情 / 爱情,70,45,https://movie.douban.com/subject/21348967/
1717,都市妖奇谈,2016,4.7,706,张力, 鄢镇,王艺嘉 / 郑雅文 / 张彬彬 / 杨世瀚,,20,,https://movie.douban.com/subject/26656801/
1718,感动生命,2012,4.7,441,陈燕民, 陈燕民,王志文 / 霍建华 / 李诚儒 / 张铁林 / 徐敏, 剧情,30,,https://movie.douban.com/subject/6815099/
1719,背着奶奶进城,2015,4.7,386,金镭, 陈冰,谢孟伟 / 王新 / 张少华 / 张双利 / 任容萱, 剧情 / 家庭,40,40,https://movie.douban.com/subject/25970957/
1720,永不瞑目,2011,4.7,301,马功伟, 海岩,郭家铭 / 赵子琪 / 张俪 / 隋俊波 / 陈昊, 剧情 / 爱情,36,,https://movie.douban.com/subject/5403931/
1721,张震讲故事,2015,4.7,188,于果, 张震,郝劭文 / 张俪 / 范植伟 / 李心艾, 剧情 / 悬疑,12,20,https://movie.douban.com/subject/25806705/
1722,铁血武工队,2014,4.7,164,孙小光, 辛志海,谷智鑫 / 童苡萱 / 孙鹏滨 / 刘鑫 / 纪永清, 剧情,33,,https://movie.douban.com/subject/25904358/
1723,左手劈刀,2015,4.7,147,连奕名, 王学伟 Xuewei Wang,连奕名 / 黑子 / 管乐 / 斯琴高娃, 剧情,32,45,https://movie.douban.com/subject/25922909/
1724,薛丁山,2012,4.7,104,黄祖权,,迟帅 / 吴樾 / 傅淼 / 段卿卿 / 何彦霓, 剧情 / 历史 / 战争 / 古装,42,,https://movie.douban.com/subject/20380272/
